QuestionID,Question,OptionA,OptionA_Explanation,OptionB,OptionB_Explanation,OptionC,OptionC_Explanation,OptionD,OptionD_Explanation,Answer,question.sources
96,Tệp văn bản phân tách thường có đặc điểm gì?,Dòng đầu tiên là tiêu đề cột,Đúng: Tệp CSV và TSV thường có dòng đầu là tiêu đề cột.,Chứa cấu trúc phân cấp như XML,Sai: Tệp văn bản phân tách không có cấu trúc phân cấp.,Không thể xử lý bằng phần mềm phân tích,Sai: Tệp văn bản phân tách dễ xử lý bằng phần mềm như Excel hoặc Python.,Chỉ lưu dữ liệu phi cấu trúc,Sai: Tệp văn bản phân tách chứa dữ liệu có cấu trúc.,A,section_1.2.csv
97,Nguồn dữ liệu nào cung cấp dữ liệu có cấu trúc?,Cơ sở dữ liệu quan hệ,"Đúng: Cơ sở dữ liệu quan hệ như SQL Server, MySQL lưu dữ liệu có cấu trúc.",Hình ảnh và video,Sai: Hình ảnh và video là dữ liệu phi cấu trúc.,Tệp PDF,Sai: PDF chứa dữ liệu phi cấu trúc.,Dữ liệu từ mạng xã hội,Sai: Dữ liệu mạng xã hội thường là phi cấu trúc.,A,section_1.2.csv
98,API được sử dụng để làm gì?,Trích xuất dữ liệu từ trang web không có API,"Sai: Trích xuất từ trang web thuộc về web scraping, không phải API.",Truy cập dữ liệu từ hệ thống khác qua cổng kết nối,"Đúng: API cho phép truy cập dữ liệu từ hệ thống như Twitter, thị trường chứng khoán.",Lưu trữ dữ liệu có cấu trúc,Sai: API không lưu trữ mà cung cấp dữ liệu.,Xử lý dữ liệu phi cấu trúc,Sai: Xử lý dữ liệu phi cấu trúc không phải chức năng chính của API.,B,section_1.2.csv
99,Web scraping được dùng trong trường hợp nào?,Truy xuất dữ liệu qua API công khai,Sai: API công khai không cần web scraping.,Trích xuất dữ liệu từ trang web không có API,Đúng: Web scraping dùng để lấy dữ liệu từ trang web không cung cấp API.,Lưu trữ dữ liệu trong cơ sở dữ liệu quan hệ,"Sai: Lưu trữ thuộc về cơ sở dữ liệu, không phải web scraping.",Xử lý dữ liệu thời gian thực,Sai: Xử lý thời gian thực thuộc các nền tảng như Kafka.,B,section_1.2.csv
100,Nguồn dữ liệu nào cung cấp dữ liệu thời gian thực?,Tệp CSV tĩnh,Sai: Tệp CSV tĩnh không cung cấp dữ liệu thời gian thực.,Thiết bị IoT và cảm biến,"Đúng: Thiết bị IoT, cảm biến cung cấp dữ liệu liên tục, thời gian thực.",Bảng tính Excel,"Sai: Excel lưu dữ liệu tĩnh, không phải thời gian thực.",Tệp PDF,Sai: PDF không cung cấp dữ liệu thời gian thực.,B,section_1.2.csv
101,Nền tảng nào được dùng để xử lý dữ liệu thời gian thực?,Apache Kafka và Spark Streaming,Đúng: Kafka và Spark Streaming là các nền tảng xử lý dữ liệu thời gian thực.,Microsoft Excel,Sai: Excel không hỗ trợ xử lý dữ liệu thời gian thực.,SQL Server,"Sai: SQL Server chủ yếu xử lý dữ liệu có cấu trúc, không phải thời gian thực.",Tệp JSON tĩnh,Sai: JSON tĩnh không hỗ trợ dữ liệu thời gian thực.,A,section_1.2.csv
102,SQL được sử dụng để làm gì?,Xây dựng mô hình học máy,"Sai: Xây dựng mô hình học máy thuộc Python hoặc R, không phải SQL.",Truy xuất và thao tác dữ liệu quan hệ,Đúng: SQL là ngôn ngữ tiêu chuẩn để truy vấn và thao tác dữ liệu trong cơ sở dữ liệu quan hệ.,Trích xuất dữ liệu từ trang web,Sai: Trích xuất dữ liệu từ trang web thuộc web scraping.,Xử lý dữ liệu phi cấu trúc,Sai: SQL không phù hợp với dữ liệu phi cấu trúc.,B,section_1.2.csv
103,Python có ưu điểm gì trong khoa học dữ liệu?,"Hệ sinh thái thư viện phong phú như Pandas, Scikit-learn",Đúng: Python có nhiều thư viện hỗ trợ khoa học dữ liệu và học máy.,Chỉ dùng để truy vấn cơ sở dữ liệu,"Sai: Truy vấn cơ sở dữ liệu thuộc SQL, không phải Python.",Không tương thích với phân tích dữ liệu,Sai: Python rất mạnh trong phân tích dữ liệu.,Chỉ hỗ trợ dữ liệu phi cấu trúc,Sai: Python hỗ trợ cả dữ liệu có cấu trúc và phi cấu trúc.,A,section_1.2.csv
104,R được thiết kế chuyên biệt cho mục đích nào?,Truy vấn cơ sở dữ liệu quan hệ,Sai: Truy vấn cơ sở dữ liệu thuộc SQL.,Thống kê và trực quan hóa dữ liệu,"Đúng: R chuyên về thống kê và trực quan hóa với thư viện như ggplot2, dplyr.",Xử lý dữ liệu thời gian thực,Sai: Xử lý thời gian thực thuộc các nền tảng như Kafka.,Trích xuất dữ liệu từ web,Sai: Trích xuất từ web thuộc web scraping.,B,section_1.2.csv
105,Unix/Linux Shell được dùng để làm gì?,Xây dựng mô hình học máy,Sai: Xây dựng mô hình thuộc Python hoặc R.,"Tự động hóa các tác vụ như sao lưu, xử lý tệp",Đúng: Shell dùng để tự động hóa các tác vụ lặp lại.,Truy vấn cơ sở dữ liệu quan hệ,Sai: Truy vấn cơ sở dữ liệu thuộc SQL.,Xử lý dữ liệu phi cấu trúc,Sai: Shell không chuyên về dữ liệu phi cấu trúc.,B,section_1.2.csv
106,PowerShell có khả năng gì?,Chỉ dùng để truy vấn cơ sở dữ liệu,"Sai: Truy vấn cơ sở dữ liệu thuộc SQL, không phải PowerShell.","Làm việc với JSON, XML và tạo dashboard","Đúng: PowerShell hỗ trợ dữ liệu có cấu trúc và tạo báo cáo, dashboard.",Chỉ xử lý dữ liệu phi cấu trúc,Sai: PowerShell không giới hạn ở dữ liệu phi cấu trúc.,Không tương thích với API,Sai: PowerShell có thể làm việc với REST API.,B,section_1.2.csv
107,Ngôn ngữ nào phù hợp để truy vấn cơ sở dữ liệu quan hệ?,Python,Sai: Python có thể truy vấn nhưng không phải ngôn ngữ chuyên biệt.,R,"Sai: R chuyên về thống kê, không phải truy vấn cơ sở dữ liệu.",SQL,Đúng: SQL là ngôn ngữ tiêu chuẩn để truy vấn và thao tác cơ sở dữ liệu quan hệ.,Unix Shell,Sai: Unix Shell không chuyên về truy vấn cơ sở dữ liệu.,C,section_1.2.csv
108,Thư viện nào của Python hỗ trợ phân tích dữ liệu?,NumPy và Pandas,Đúng: NumPy và Pandas là các thư viện cốt lõi cho phân tích dữ liệu trong Python.,ggplot2,"Sai: ggplot2 là thư viện của R, không phải Python.",SQL Server,"Sai: SQL Server là hệ quản trị cơ sở dữ liệu, không phải thư viện.",Scrapy,"Sai: Scrapy dùng cho web scraping, không phải phân tích dữ liệu.",A,section_1.2.csv
109,Công cụ nào được dùng cho web scraping?,SQL,"Sai: SQL dùng để truy vấn cơ sở dữ liệu, không phải web scraping.",Scrapy và Selenium,Đúng: Scrapy và Selenium là các công cụ phổ biến để trích xuất dữ liệu từ web.,Excel,Sai: Excel không dùng để trích xuất dữ liệu từ web.,JSON,"Sai: JSON là định dạng dữ liệu, không phải công cụ web scraping.",B,section_1.2.csv
110,Nguồn dữ liệu nào phù hợp với phân tích giao dịch bán lẻ?,Cơ sở dữ liệu quan hệ,Đúng: Cơ sở dữ liệu quan hệ như SQL Server phù hợp để lưu và phân tích dữ liệu giao dịch.,Tệp PDF,"Sai: PDF chứa dữ liệu phi cấu trúc, không phù hợp với giao dịch.",Hình ảnh JPEG,"Sai: Hình ảnh là dữ liệu phi cấu trúc, không phù hợp với giao dịch.",Tệp âm thanh MP3,"Sai: Âm thanh là dữ liệu phi cấu trúc, không phù hợp với giao dịch.",A,section_1.2.csv
111,Kỹ thuật dữ liệu có vai trò gì trong khoa học dữ liệu?,Xây dựng mô hình học máy,"Sai: Xây dựng mô hình học máy thuộc khoa học dữ liệu, không phải kỹ thuật dữ liệu.",Thiết kế và duy trì hạ tầng dữ liệu,"Đúng: Kỹ thuật dữ liệu tập trung vào thu thập, xử lý, lưu trữ và cung cấp dữ liệu.",Phân tích và diễn giải xu hướng dữ liệu,Sai: Phân tích xu hướng thuộc phân tích dữ liệu.,Trực quan hóa dữ liệu,Sai: Trực quan hóa thuộc phân tích dữ liệu.,B,section_1.3.csv
112,Phần lớn thời gian trong dự án khoa học dữ liệu được dành cho hoạt động nào?,Xây dựng mô hình dự đoán,Sai: Xây dựng mô hình chỉ chiếm một phần nhỏ thời gian.,"Thu thập, chuẩn hóa và làm sạch dữ liệu","Đúng: Khoảng 70–80% thời gian dành cho thu thập, chuẩn hóa, và làm sạch dữ liệu.",Trực quan hóa báo cáo,"Sai: Trực quan hóa là bước sau, không chiếm nhiều thời gian.",Đánh giá hiệu suất mô hình,"Sai: Đánh giá mô hình là bước cuối, chiếm ít thời gian.",B,section_1.3.csv
113,Kỹ thuật dữ liệu được xem là gì trong hệ thống phân tích?,Cầu nối giữa dữ liệu thô và dữ liệu có giá trị phân tích,Đúng: Kỹ thuật dữ liệu chuyển hóa dữ liệu thô thành dữ liệu sẵn sàng cho phân tích.,Công cụ xây dựng mô hình học máy,Sai: Xây dựng mô hình thuộc khoa học dữ liệu.,Phương pháp phân tích thống kê,Sai: Phân tích thống kê thuộc phân tích dữ liệu.,Hệ thống trực quan hóa dữ liệu,Sai: Trực quan hóa thuộc phân tích dữ liệu.,A,section_1.3.csv
114,Mục tiêu chính của kỹ thuật dữ liệu là gì?,Phân tích xu hướng dữ liệu,Sai: Phân tích xu hướng thuộc phân tích dữ liệu.,Cung cấp dữ liệu chất lượng cao cho phân tích,Đúng: Kỹ thuật dữ liệu đảm bảo dữ liệu chất lượng cao cho phân tích và ra quyết định.,Huấn luyện mô hình học máy,Sai: Huấn luyện mô hình thuộc khoa học dữ liệu.,Trình bày báo cáo trực quan,Sai: Báo cáo trực quan thuộc phân tích dữ liệu.,B,section_1.3.csv
115,Chu trình kỹ thuật dữ liệu bao gồm mấy giai đoạn chính?,Ba giai đoạn,Sai: Chu trình kỹ thuật dữ liệu có năm giai đoạn chính.,Năm giai đoạn,"Đúng: Bao gồm xác định nguồn, lưu trữ, thu nạp, biến đổi, và phục vụ dữ liệu.",Bảy giai đoạn,Sai: Không có bảy giai đoạn trong chu trình kỹ thuật dữ liệu.,Mười giai đoạn,Sai: Chu trình không có mười giai đoạn.,B,section_1.3.csv
116,Giai đoạn nào không thuộc chu trình kỹ thuật dữ liệu?,Thu nạp dữ liệu,Sai: Thu nạp dữ liệu là một giai đoạn trong chu trình.,Phân tích thống kê,"Đúng: Phân tích thống kê thuộc phân tích dữ liệu, không phải kỹ thuật dữ liệu.",Lưu trữ dữ liệu,Sai: Lưu trữ dữ liệu là một giai đoạn trong chu trình.,Biến đổi dữ liệu,Sai: Biến đổi dữ liệu là một giai đoạn trong chu trình.,B,section_1.3.csv
117,Ai là đối tượng thụ hưởng chính của chu trình kỹ thuật dữ liệu?,Nhà phân tích dữ liệu và kỹ sư học máy,"Đúng: Chu trình kỹ thuật dữ liệu cung cấp dữ liệu cho nhà phân tích, kỹ sư học máy và hệ thống thông minh.",Người dùng cuối không cần phân tích,Sai: Người dùng cuối không phải đối tượng chính của kỹ thuật dữ liệu.,Lập trình viên phần mềm,Sai: Lập trình viên phần mềm không phải đối tượng chính.,Nhà thiết kế giao diện,Sai: Nhà thiết kế giao diện không liên quan trực tiếp đến kỹ thuật dữ liệu.,A,section_1.3.csv
118,Kỹ thuật dữ liệu khác với khoa học dữ liệu ở điểm nào?,Tập trung vào phân tích và xây dựng mô hình,Sai: Phân tích và xây dựng mô hình thuộc khoa học dữ liệu.,Tập trung vào hạ tầng và xử lý dữ liệu,Đúng: Kỹ thuật dữ liệu thiết kế và duy trì hạ tầng dữ liệu.,Chỉ thực hiện trực quan hóa dữ liệu,Sai: Trực quan hóa thuộc phân tích dữ liệu.,Không liên quan đến dữ liệu thô,Sai: Kỹ thuật dữ liệu xử lý dữ liệu thô.,B,section_1.3.csv
119,Giai đoạn xác định nguồn sinh dữ liệu tập trung vào điều gì?,Xây dựng mô hình học máy,"Sai: Xây dựng mô hình thuộc khoa học dữ liệu, không phải xác định nguồn.",Xác định hệ thống tạo ra dữ liệu,"Đúng: Giai đoạn này xác định nguồn như CRM, giao dịch, hoặc API.",Phân tích xu hướng dữ liệu,Sai: Phân tích xu hướng thuộc phân tích dữ liệu.,Trực quan hóa dữ liệu,Sai: Trực quan hóa thuộc phân tích dữ liệu.,B,section_1.3.csv
120,Ví dụ nào là hệ thống nguồn sinh dữ liệu?,Cơ sở dữ liệu giao dịch ngân hàng,Đúng: Cơ sở dữ liệu giao dịch là nguồn sinh dữ liệu phổ biến.,Công cụ trực quan hóa như Tableau,"Sai: Tableau dùng để trực quan hóa, không phải nguồn sinh dữ liệu.",Mô hình học máy,"Sai: Mô hình học máy sử dụng dữ liệu, không tạo ra dữ liệu.",Báo cáo phân tích,"Sai: Báo cáo là kết quả phân tích, không phải nguồn dữ liệu.",A,section_1.3.csv
121,Yếu tố nào cần xem xét khi xác định nguồn sinh dữ liệu?,Tính ổn định của cấu trúc dữ liệu,Đúng: Tính ổn định của schema ảnh hưởng đến thiết kế pipeline dữ liệu.,Màu sắc giao diện hệ thống,Sai: Màu sắc giao diện không liên quan đến nguồn dữ liệu.,Loại phần mềm trực quan hóa,Sai: Phần mềm trực quan hóa không liên quan đến nguồn dữ liệu.,Kích thước màn hình người dùng,Sai: Kích thước màn hình không ảnh hưởng đến nguồn dữ liệu.,A,section_1.3.csv
122,Hệ thống CRM tạo ra dữ liệu về gì?,Hành vi và lịch sử tương tác khách hàng,"Đúng: CRM ghi nhận hành vi, phản hồi và lịch sử tương tác khách hàng.",Mô hình dự đoán học máy,"Sai: Mô hình dự đoán thuộc khoa học dữ liệu, không phải CRM.",Báo cáo trực quan hóa,"Sai: Báo cáo trực quan hóa là kết quả, không phải dữ liệu từ CRM.",Dữ liệu hình ảnh và video,Sai: CRM không tạo dữ liệu hình ảnh hoặc video.,A,section_1.3.csv
123,Tính chất nào của hệ thống nguồn ảnh hưởng đến pipeline dữ liệu?,Tần suất và tốc độ cập nhật dữ liệu,Đúng: Tần suất cập nhật ảnh hưởng đến thiết kế pipeline (batch hay streaming).,Màu sắc giao diện hệ thống,Sai: Màu sắc giao diện không ảnh hưởng đến pipeline.,Loại công cụ phân tích,Sai: Công cụ phân tích không liên quan đến hệ thống nguồn.,Kích thước tệp báo cáo,Sai: Kích thước báo cáo không ảnh hưởng đến pipeline.,A,section_1.3.csv
124,Dữ liệu từ API của IMF hoặc World Bank thuộc loại nào?,"Dữ liệu vĩ mô về kinh tế, xã hội","Đúng: API của IMF, World Bank cung cấp dữ liệu vĩ mô như chỉ số kinh tế.",Dữ liệu hình ảnh và video,Sai: API này không cung cấp dữ liệu hình ảnh hoặc video.,Dữ liệu thời gian thực từ IoT,Sai: Dữ liệu IoT không phải từ IMF hoặc World Bank.,Dữ liệu phân tích thống kê,"Sai: Phân tích thống kê là kết quả, không phải dữ liệu từ API.",A,section_1.3.csv
125,Tại sao xác định nguồn sinh dữ liệu là nền móng của kỹ thuật dữ liệu?,Đảm bảo chất lượng đầu vào cho phân tích,Đúng: Xác định nguồn đúng đảm bảo dữ liệu chất lượng cho các bước sau.,Tạo ra mô hình học máy,"Sai: Mô hình học máy thuộc khoa học dữ liệu, không phải xác định nguồn.",Trực quan hóa dữ liệu,Sai: Trực quan hóa thuộc phân tích dữ liệu.,Thiết kế giao diện hệ thống,Sai: Thiết kế giao diện không liên quan đến xác định nguồn.,A,section_1.3.csv
126,Hệ thống nguồn thường được thiết kế với mục đích gì?,Phân tích dữ liệu,Sai: Hệ thống nguồn không được thiết kế cho phân tích mà để ghi nhận dữ liệu.,Ghi nhận dữ liệu ban đầu,Đúng: Hệ thống nguồn tạo và ghi nhận dữ liệu từ hoạt động thực tế.,Xây dựng mô hình học máy,"Sai: Mô hình học máy sử dụng dữ liệu, không tạo dữ liệu.",Trực quan hóa báo cáo,"Sai: Trực quan hóa là bước sau, không phải mục đích của hệ thống nguồn.",B,section_1.3.csv
127,Cơ sở dữ liệu quan hệ phù hợp để lưu trữ dữ liệu nào?,Dữ liệu có cấu trúc dạng bảng,"Đúng: Cơ sở dữ liệu quan hệ lưu dữ liệu có cấu trúc như bảng kế toán, bán hàng.",Dữ liệu phi cấu trúc như video,"Sai: Video thuộc dữ liệu phi cấu trúc, phù hợp với NoSQL hoặc data lake.",Dữ liệu thời gian thực từ IoT,"Sai: Dữ liệu thời gian thực cần hệ thống streaming, không chỉ cơ sở quan hệ.",Dữ liệu phân tích thống kê,"Sai: Phân tích thống kê là kết quả, không phải dữ liệu lưu trữ.",A,section_1.3.csv
128,Kho dữ liệu (data warehouse) có mục đích gì?,Lưu trữ dữ liệu thô chưa qua xử lý,"Sai: Dữ liệu thô được lưu trong data lake, không phải data warehouse.",Hỗ trợ truy vấn và phân tích hiệu suất cao,Đúng: Data warehouse lưu dữ liệu đã chuẩn hóa để phân tích và báo cáo.,Xây dựng mô hình học máy,"Sai: Mô hình học máy thuộc khoa học dữ liệu, không phải mục đích của data warehouse.",Trực quan hóa dữ liệu,"Sai: Trực quan hóa là bước sau, không phải mục đích của data warehouse.",B,section_1.3.csv
129,Hồ dữ liệu (data lake) khác với kho dữ liệu ở điểm nào?,Lưu trữ dữ liệu thô ở nhiều định dạng,"Đúng: Data lake lưu dữ liệu thô, chưa xử lý, ở nhiều định dạng như văn bản, hình ảnh.",Chỉ lưu dữ liệu có cấu trúc,Sai: Dữ liệu có cấu trúc phù hợp với cơ sở dữ liệu quan hệ hoặc data warehouse.,Không hỗ trợ phân tích,"Sai: Data lake hỗ trợ phân tích, đặc biệt cho học máy và khai phá dữ liệu.",Không thể mở rộng,Sai: Data lake có khả năng mở rộng cao.,A,section_1.3.csv
130,Data mart là gì?,Hệ thống lưu trữ dữ liệu thô,"Sai: Dữ liệu thô được lưu trong data lake, không phải data mart.",Phần nhỏ của kho dữ liệu phục vụ bộ phận cụ thể,"Đúng: Data mart tập trung dữ liệu cho các bộ phận như marketing, tài chính.",Công cụ trực quan hóa dữ liệu,"Sai: Trực quan hóa thuộc các công cụ như Tableau, không phải data mart.",Mô hình học máy,Sai: Mô hình học máy không phải là data mart.,B,section_1.3.csv
131,Yếu tố nào cần xem xét khi thiết kế hệ thống lưu trữ?,Khả năng mở rộng và độ an toàn dữ liệu,Đúng: Hệ thống lưu trữ cần mở rộng được và đảm bảo bảo mật.,Màu sắc giao diện hệ thống,Sai: Màu sắc giao diện không liên quan đến lưu trữ dữ liệu.,Loại công cụ phân tích thống kê,Sai: Công cụ phân tích không ảnh hưởng trực tiếp đến lưu trữ.,Kích thước màn hình người dùng,Sai: Kích thước màn hình không liên quan đến lưu trữ.,A,section_1.3.csv
132,Cơ sở dữ liệu NoSQL phù hợp với dữ liệu nào?,Dữ liệu bán cấu trúc và phi cấu trúc,"Đúng: NoSQL như MongoDB, Cassandra phù hợp với dữ liệu JSON, video, văn bản.",Dữ liệu có cấu trúc dạng bảng,Sai: Dữ liệu có cấu trúc phù hợp với cơ sở dữ liệu quan hệ.,Dữ liệu phân tích thống kê,"Sai: Phân tích thống kê là kết quả, không phải dữ liệu lưu trữ.",Dữ liệu chỉ dùng cho trực quan hóa,Sai: Trực quan hóa không phải tiêu chí lưu trữ.,A,section_1.3.csv
133,Nền tảng nào là ví dụ của kho dữ liệu?,Amazon Redshift và Google BigQuery,Đúng: Redshift và BigQuery là các nền tảng kho dữ liệu hiện đại.,Tableau và Power BI,"Sai: Tableau và Power BI là công cụ trực quan hóa, không phải kho dữ liệu.",MongoDB và Cassandra,Sai: MongoDB và Cassandra là cơ sở dữ liệu NoSQL.,Apache Kafka,"Sai: Kafka dùng để xử lý dữ liệu streaming, không phải kho dữ liệu.",A,section_1.3.csv
134,Hồ dữ liệu (data lake) phù hợp với bài toán nào?,Phân tích thống kê truyền thống,Sai: Phân tích thống kê truyền thống phù hợp với data warehouse.,Học máy và khai phá dữ liệu,"Đúng: Data lake lưu dữ liệu thô, phù hợp cho học máy và khai phá dữ liệu.",Trực quan hóa báo cáo,"Sai: Trực quan hóa thuộc công cụ như Tableau, không phải data lake.",Xây dựng mô hình dự đoán,"Sai: Xây dựng mô hình là bước sau, không phải mục đích của data lake.",B,section_1.3.csv
135,Giai đoạn thu nạp dữ liệu có vai trò gì?,Phân tích xu hướng dữ liệu,Sai: Phân tích xu hướng thuộc phân tích dữ liệu.,Chuyển dữ liệu từ nguồn vào hệ thống lưu trữ,Đúng: Thu nạp dữ liệu trích xuất và chuyển dữ liệu từ nguồn vào lưu trữ.,Xây dựng mô hình học máy,Sai: Xây dựng mô hình thuộc khoa học dữ liệu.,Trực quan hóa dữ liệu,Sai: Trực quan hóa thuộc phân tích dữ liệu.,B,section_1.3.csv
136,Phương pháp batch trong thu nạp dữ liệu là gì?,Xử lý dữ liệu theo thời gian thực,"Sai: Xử lý thời gian thực thuộc streaming, không phải batch.",Xử lý dữ liệu theo khối lớn định kỳ,"Đúng: Batch xử lý dữ liệu theo lô, như mỗi ngày hoặc mỗi tuần.",Phân tích thống kê dữ liệu,Sai: Phân tích thống kê thuộc phân tích dữ liệu.,Trích xuất đặc trưng học máy,Sai: Trích xuất đặc trưng thuộc biến đổi dữ liệu.,B,section_1.3.csv
137,Phương pháp streaming phù hợp với ứng dụng nào?,Báo cáo bán hàng hàng tuần,"Sai: Báo cáo hàng tuần phù hợp với batch, không phải streaming.",Phát hiện gian lận giao dịch thời gian thực,"Đúng: Streaming xử lý dữ liệu ngay lập tức, phù hợp với phát hiện gian lận.",Phân tích thống kê truyền thống,Sai: Phân tích thống kê dùng batch hoặc data warehouse.,Trực quan hóa dữ liệu,Sai: Trực quan hóa không liên quan đến streaming.,B,section_1.3.csv
138,Phương thức truyền tải push trong thu nạp dữ liệu là gì?,Hệ thống lưu trữ truy vấn nguồn định kỳ,"Sai: Truy vấn định kỳ là phương thức pull, không phải push.",Hệ thống nguồn chủ động gửi dữ liệu,Đúng: Push là khi nguồn gửi dữ liệu đến hệ thống lưu trữ.,Phân tích dữ liệu thời gian thực,Sai: Phân tích thời gian thực không phải phương thức truyền tải.,Xây dựng mô hình học máy,Sai: Xây dựng mô hình không liên quan đến truyền tải.,B,section_1.3.csv
139,Mô hình ETL khác với ELT ở điểm nào?,ETL biến đổi dữ liệu trước khi lưu trữ,"Đúng: ETL trích xuất, biến đổi, rồi nạp; ELT nạp trước rồi biến đổi.",ETL chỉ dùng cho dữ liệu thời gian thực,Sai: ETL không giới hạn ở dữ liệu thời gian thực.,ETL không hỗ trợ kho dữ liệu,Sai: ETL thường dùng cho kho dữ liệu.,ETL không cần trích xuất dữ liệu,Sai: Trích xuất là bước bắt buộc trong,,section_1.3.csv
140,Vai trò chính của kỹ sư dữ liệu là gì?,Xây dựng mô hình học máy,Sai: Xây dựng mô hình học máy thuộc nhà khoa học dữ liệu.,Thiết kế và duy trì hạ tầng dữ liệu,Đúng: Kỹ sư dữ liệu xây dựng pipeline và hạ tầng để cung cấp dữ liệu chất lượng cao.,Phân tích xu hướng dữ liệu,Sai: Phân tích xu hướng thuộc nhà phân tích dữ liệu.,Trực quan hóa báo cáo,Sai: Trực quan hóa thuộc nhà phân tích dữ liệu.,B,section_1.4.csv
141,Kỹ sư dữ liệu cần kỹ năng nào trong nhóm kỹ thuật nền tảng?,Thành thạo SQL và Python,Đúng: Kỹ sư dữ liệu cần SQL để quản trị cơ sở dữ liệu và Python để xử lý dữ liệu.,Thiết kế giao diện người dùng,Sai: Thiết kế giao diện không thuộc kỹ năng của kỹ sư dữ liệu.,Phân tích thống kê mô tả,Sai: Phân tích thống kê thuộc nhà phân tích dữ liệu.,Tối ưu hóa mô hình học máy,Sai: Tối ưu hóa mô hình thuộc kỹ sư học máy.,A,section_1.4.csv
142,Công cụ nào được kỹ sư dữ liệu sử dụng để xây dựng pipeline?,Apache Spark và Airflow,Đúng: Spark và Airflow là các công cụ phổ biến để xây dựng và quản lý pipeline dữ liệu.,Tableau và Power BI,"Sai: Tableau và Power BI dùng cho trực quan hóa, không phải pipeline.",TensorFlow và Keras,"Sai: TensorFlow và Keras dùng cho học máy, không phải pipeline.",Excel và Google Sheets,Sai: Excel và Google Sheets không dùng để xây dựng pipeline.,A,section_1.4.csv
143,Kỹ năng nào quan trọng với kỹ sư dữ liệu trong kiến trúc hệ thống?,Thiết kế hệ thống ETL/ELT có độ bền cao,Đúng: Thiết kế ETL/ELT là kỹ năng cốt lõi để đảm bảo pipeline dữ liệu hiệu quả.,Phân tích A/B testing,Sai: A/B testing thuộc nhà phân tích dữ liệu.,Xây dựng mô hình deep learning,Sai: Mô hình deep learning thuộc nhà khoa học dữ liệu.,Trình bày báo cáo,Sai: Trình bày báo cáo thuộc nhà phân tích dữ liệu.,A,section_1.4.csv
144,Kỹ sư dữ liệu làm việc với nền tảng nào để lưu trữ dữ liệu?,Amazon Redshift và Snowflake,Đúng: Redshift và Snowflake là các nền tảng kho dữ liệu hiện đại.,Matplotlib và Seaborn,"Sai: Matplotlib và Seaborn dùng cho trực quan hóa, không phải lưu trữ.",Scikit-learn và PyTorch,Sai: Scikit-learn và PyTorch dùng cho học máy.,Google Analytics và Mixpanel,Sai: Google Analytics và Mixpanel dùng để phân tích hành vi.,A,section_1.4.csv
145,Data Platform Engineer chịu trách nhiệm gì?,Xây dựng và quản lý hạ tầng dữ liệu tổng thể,"Đúng: Data Platform Engineer thiết kế và giám sát hạ tầng như Hadoop, S3.",Phân tích hiệu quả chiến dịch marketing,Sai: Phân tích marketing thuộc nhà phân tích dữ liệu.,Xây dựng mô hình học máy,Sai: Xây dựng mô hình thuộc nhà khoa học dữ liệu.,Trực quan hóa dữ liệu,Sai: Trực quan hóa thuộc nhà phân tích dữ liệu.,A,section_1.4.csv
146,Streaming Data Engineer tập trung vào lĩnh vực nào?,Xử lý dữ liệu thời gian thực,Đúng: Streaming Data Engineer xây dựng pipeline cho dữ liệu streaming như Kafka.,Phân tích thống kê mô tả,Sai: Phân tích thống kê thuộc nhà phân tích dữ liệu.,Thiết kế giao diện người dùng,Sai: Thiết kế giao diện không liên quan đến kỹ sư dữ liệu.,Tối ưu hóa mô hình học máy,Sai: Tối ưu hóa mô hình thuộc kỹ sư học máy.,B,section_1.4.csv
147,Nhiệm vụ chính của ETL/ELT Developer là gì?,Phân tích hành vi người dùng,Sai: Phân tích hành vi thuộc nhà phân tích dữ liệu.,Phát triển pipeline dữ liệu từ nguồn đến kho lưu trữ,"Đúng: ETL/ELT Developer thiết kế pipeline để trích xuất, biến đổi, và nạp dữ liệu.",Xây dựng mô hình deep learning,Sai: Deep learning thuộc nhà khoa học dữ liệu.,Trình bày báo cáo trực quan,Sai: Báo cáo trực quan thuộc nhà phân tích dữ liệu.,B,section_1.4.csv
148,DataOps Engineer có vai trò gì?,Tự động hóa và kiểm thử pipeline dữ liệu,Đúng: DataOps Engineer tự động hóa quy trình CI/CD và kiểm thử pipeline.,Phân tích chuỗi thời gian,Sai: Phân tích chuỗi thời gian thuộc nhà phân tích dữ liệu.,Thiết kế mô hình học máy,Sai: Thiết kế mô hình thuộc nhà khoa học dữ liệu.,Trực quan hóa dữ liệu,Sai: Trực quan hóa thuộc nhà phân tích dữ liệu.,A,section_1.4.csv
149,Data Reliability Engineer đảm bảo điều gì?,Độ tin cậy và chất lượng dữ liệu,Đúng: Data Reliability Engineer giám sát chất lượng và độ ổn định của dữ liệu.,Phân tích hiệu quả quảng cáo,Sai: Phân tích quảng cáo thuộc nhà phân tích dữ liệu.,Xây dựng mô hình dự đoán,Sai: Xây dựng mô hình thuộc nhà khoa học dữ liệu.,Thiết kế giao diện dashboard,Sai: Thiết kế dashboard thuộc nhà phân tích dữ liệu.,A,section_1.4.csv
